Altium Designer Pick and Place Locations
C:\Users\wacker\AppData\Local\TempReleases\Snapshot\1\Assembly default\pnp-data\Pick Place for slave(default).csv

========================================================================================================================
File Design Information:

Date:       28.03.19
Time:       11:58
Revision:   Not in VersionControl
Variant:    default
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C106-2","10n/100V","TopLayer","CAPC1608X08N","69.2150","16.8275","270","MLCC"
"C107-1","10n/100V","TopLayer","CAPC1608X08N","95.7262","16.8275","270","MLCC"
"C107-2","10n/100V","TopLayer","CAPC1608X08N","67.6275","16.8275","270","MLCC"
"C108-1","10n/100V","TopLayer","CAPC1608X08N","94.1388","16.8275","270","MLCC"
"C108-2","10n/100V","TopLayer","CAPC1608X08N","66.0400","16.8275","270","MLCC"
"C109-1","10n/100V","TopLayer","CAPC1608X08N","92.5513","16.8275","270","MLCC"
"C109-2","10n/100V","TopLayer","CAPC1608X08N","64.4525","16.8275","270","MLCC"
"C110-1","1u/35V","TopLayer","CAPC1608X08N","109.0642","22.4725","270","MLCC"
"C110-2","1u/35V","TopLayer","CAPC1608X08N","81.1213","20.0025","270","MLCC"
"C111-1","10n/100V","TopLayer","CAPC1608X08N","145.0975","59.6900","0","MLCC"
"C111-2","10n/100V","TopLayer","CAPC1608X08N","91.7405","59.6900","360","MLCC"
"C112-1","1u/35V","TopLayer","CAPC1608X08N","26.6499","60.3126","0","MLCC"
"C112-2","1u/35V","TopLayer","CAPC1608X08N","26.7970","53.5816","360","MLCC"
"C113-1","1u/35V","TopLayer","CAPC1608X08N","14.1732","64.2112","90","MLCC"
"C113-2","1u/35V","TopLayer","CAPC1608X08N","14.1288","56.5352","90","MLCC"
"C114-1","1u/35V","TopLayer","CAPC1608X08N","7.6076","60.9801","0","MLCC"
"C114-2","1u/35V","TopLayer","CAPC1608X08N","7.6076","53.6776","360","MLCC"
"C115-1","10n/100V","TopLayer","CAPC1608X08N","28.3034","65.8813","180","MLCC"
"C115-2","10n/100V","TopLayer","CAPC1608X08N","28.4163","58.8963","180","MLCC"
"C600-1","10n/100V","TopLayer","CAPC1608X08N","103.8006","41.9725","270","MLCC"
"C600-2","10n/100V","TopLayer","CAPC1608X08N","46.8313","43.8150","270","MLCC"
"C601-1","100n/50V","TopLayer","CAPC1608X08N","116.4203","51.1167","270","MLCC"
"C601-2","100n/50V","TopLayer","CAPC1608X08N","63.0212","51.0725","270","MLCC"
"C602-1","1u/250V","TopLayer","CAPC4532X16N","103.9813","51.2785","270","MLCC"
"C602-2","1u/250V","TopLayer","CAPC4532X16N","50.3212","51.3900","270","MLCC"
"C603-1","100n/100V","TopLayer","CAPC2012X14N","106.8388","51.2763","270","MLCC"
"C603-2","100n/100V","TopLayer","CAPC2012X14N","53.3400","51.2763","90","MLCC"
"C604-1","100n/50V","TopLayer","CAPC1608X08N","106.2603","46.0367","180","MLCC"
"C604-2","100n/50V","TopLayer","CAPC1608X08N","52.8612","45.9925","180","MLCC"
"C605-1","100n/50V","TopLayer","CAPC1608X08N","121.5003","45.4017","360","MLCC"
"C605-2","100n/50V","TopLayer","CAPC1608X08N","68.1012","45.3575","360","MLCC"
"C606-1","1u/35V","TopLayer","CAPC1608X08N","116.4838","48.0052","270","MLCC"
"C606-2","1u/35V","TopLayer","CAPC1608X08N","63.0847","47.9610","270","MLCC"
"C607-1","2u2/10V","TopLayer","CAPC2012X14N","124.0403","46.0367","90","MLCC"
"C607-2","2u2/10V","TopLayer","CAPC2012X14N","70.6412","45.9925","90","MLCC"
"C608-1","2u2/10V","TopLayer","CAPC2012X14N","126.0088","46.0367","90","MLCC"
"C608-2","2u2/10V","TopLayer","CAPC2012X14N","72.6097","45.9925","90","MLCC"
"C700-1","100n/50V","TopLayer","CAPC1608X08N","87.6300","14.2875","360","MLCC"
"C700-2","100n/50V","TopLayer","CAPC1608X08N","57.1500","14.1035","180","MLCC"
"C701-1","100n/50V","TopLayer","CAPC1608X08N","84.7725","14.2875","180","MLCC"
"C701-2","100n/50V","TopLayer","CAPC1608X08N","60.0075","14.1035","360","MLCC"
"C800-1","100n/50V","TopLayer","CAPC1608X08N","152.0624","44.1201","180","MLCC"
"C800-2","100n/50V","TopLayer","CAPC1608X08N","98.7224","44.1201","180","MLCC"
"C801-1","100n/50V","TopLayer","CAPC1608X08N","129.3813","60.1663","270","MLCC"
"C801-2","100n/50V","TopLayer","CAPC1608X08N","76.0413","60.1663","270","MLCC"
"C1300-1","10n/100V","TopLayer","CAPC1608X08N","137.7749","33.0076","270","MLCC"
"C1300-2","10n/100V","TopLayer","CAPC1608X08N","84.4349","33.0076","270","MLCC"
"C1301-1","10n/100V","TopLayer","CAPC1608X08N","122.5349","33.0076","270","MLCC"
"C1301-2","10n/100V","TopLayer","CAPC1608X08N","69.1949","33.0076","270","MLCC"
"C1304-1","10n/100V","TopLayer","CAPC1608X08N","140.3149","33.0076","270","MLCC"
"C1304-2","10n/100V","TopLayer","CAPC1608X08N","86.9749","33.0076","270","MLCC"
"C1305-1","10n/100V","TopLayer","CAPC1608X08N","125.0749","33.0076","270","MLCC"
"C1305-2","10n/100V","TopLayer","CAPC1608X08N","71.7349","33.0076","270","MLCC"
"C1308-1","10n/100V","TopLayer","CAPC1608X08N","142.8549","33.0076","270","MLCC"
"C1308-2","10n/100V","TopLayer","CAPC1608X08N","89.5149","33.0076","270","MLCC"
"C1309-1","10n/100V","TopLayer","CAPC1608X08N","127.6149","33.0076","270","MLCC"
"C1309-2","10n/100V","TopLayer","CAPC1608X08N","74.2749","33.0076","270","MLCC"
"C1312-1","10n/100V","TopLayer","CAPC1608X08N","145.3949","33.0076","270","MLCC"
"C1312-2","10n/100V","TopLayer","CAPC1608X08N","92.0549","33.0076","270","MLCC"
"C1313-1","10n/100V","TopLayer","CAPC1608X08N","130.1549","33.0076","270","MLCC"
"C1313-2","10n/100V","TopLayer","CAPC1608X08N","76.8149","33.0076","270","MLCC"
"C1316-1","10n/100V","TopLayer","CAPC1608X08N","147.9349","33.0076","270","MLCC"
"C1316-2","10n/100V","TopLayer","CAPC1608X08N","94.5949","33.0076","270","MLCC"
"C1317-1","10n/100V","TopLayer","CAPC1608X08N","132.6949","33.0076","270","MLCC"
"C1317-2","10n/100V","TopLayer","CAPC1608X08N","79.3549","33.0076","270","MLCC"
"C1320-1","10n/100V","TopLayer","CAPC1608X08N","150.4749","33.0076","270","MLCC"
"C1320-2","10n/100V","TopLayer","CAPC1608X08N","97.1349","33.0076","270","MLCC"
"C1321-1","10n/100V","TopLayer","CAPC1608X08N","135.2349","33.0076","270","MLCC"
"C1321-2","10n/100V","TopLayer","CAPC1608X08N","81.8949","33.0076","270","MLCC"
"C1400-1","100n/100V","TopLayer","CAPC2012X14N","128.5674","49.5176","90","MLCC"
"C1400-2","100n/100V","TopLayer","CAPC2012X14N","75.2274","49.5176","90","MLCC"
"C1401-1","1u/35V","TopLayer","CAPC1608X08N","139.5412","57.4551","270","MLCC"
"C1401-2","1u/35V","TopLayer","CAPC1608X08N","86.2001","57.4551","270","MLCC"
"C1402-1","1u/35V","TopLayer","CAPC1608X08N","141.1288","57.4551","270","MLCC"
"C1402-2","1u/35V","TopLayer","CAPC1608X08N","87.7887","57.4551","270","MLCC"
"C1403-1","1u/35V","TopLayer","CAPC1608X08N","135.2550","57.4675","270","MLCC"
"C1403-2","1u/35V","TopLayer","CAPC1608X08N","81.8949","57.4551","270","MLCC"
"C1404-1","100p/50V","TopLayer","CAPC1608X08N","46.3550","28.5750","270","MLCC"
"C1404-2","100p/50V","TopLayer","CAPC1608X08N","29.8450","28.5750","270","MLCC"
"C1405-1","100p/50V","TopLayer","CAPC1608X08N","44.7675","28.5750","270","MLCC"
"C1405-2","100p/50V","TopLayer","CAPC1608X08N","28.2575","28.5750","270","MLCC"
"D900","PDS3200","TopLayer","PowerDI5","44.8550","90.4875","360","Schottky Diode 3A 200V 780mV"
"D901","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","10.7950","18.3950","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1100","BAT54C,215","TopLayer","NXP-SOT23-3_V","99.8538","53.3276","180","Schottky Barrier Diode, 30 V, 3-Pin SOT23, RoHS, Tape and Reel"
"D1400-1","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","120.0150","36.1750","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1400-2","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","66.6750","36.1750","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1401-1","SMAJ60A-E3/61","TopLayer","VISH-DO-214AC-2_N","116.9988","36.3538","270","Transient Voltage Suppressor, 6.40 to 231 V, 60 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"D1401-2","SMAJ60A-E3/61","TopLayer","VISH-DO-214AC-2_N","63.6588","36.3538","270","Transient Voltage Suppressor, 6.40 to 231 V, 60 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"F300","fuse_0.5A_0448.500MR","TopLayer","LITTLEFUSE_448","123.8049","17.4501","90","Fuse, Surface Mount, NANO2 Series, 500 mA, 125 VAC, 32 VDC, Very Fast Acting, SMD"
"F301","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","126.9799","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F302","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","128.8849","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F303","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","130.7899","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F304","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","132.6949","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F305","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","134.5999","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F306","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","136.5049","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F307","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","138.4099","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F308","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","140.3149","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F309","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","142.2199","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F310","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","144.1249","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F311","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","146.0299","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F312","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","147.9349","19.6726","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F313","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","149.8399","14.9101","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F314","fuse_0.5A_0448.500MR","TopLayer","LITTLEFUSE_448","153.0149","17.4501","90","Fuse, Surface Mount, NANO2 Series, 500 mA, 125 VAC, 32 VDC, Very Fast Acting, SMD"
"F900","fuse_1.25A_04661.25NR","TopLayer","LITTLEFUSE_466","10.7950","13.9700","90","Fuse, Surface Mount, 466 Series, 1.25 A, 63 VAC, 63 VDC, Very Fast Acting, 1206"
"IC900","LT8302HS8E#PBF","TopLayer","LT-S8E-8_V","20.3200","84.1375","360","Micropower No-Opto Isolated Flyback Converter, 2.8 to 42 V, -40 to 150 degC, 8-Pin SOIC (S8E), RoHS, Tube"
"IC100-1","ADG728BRUZ","TopLayer","ADI-RU-16_M","99.2188","21.7488","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC100-2","ADG728BRUZ","TopLayer","ADI-RU-16_M","71.5963","21.7488","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC101-1","ADG728BRUZ","TopLayer","ADI-RU-16_M","18.7325","64.4525","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC101-2","ADG728BRUZ","TopLayer","ADI-RU-16_M","18.7325","57.1500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC102-1","ADG728BRUZ","TopLayer","ADI-RU-16_M","8.8900","64.4525","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC102-2","ADG728BRUZ","TopLayer","ADI-RU-16_M","8.8900","57.1500","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC800-1","M24M02-DWMN3TP/K","TopLayer","SOIC127P600X175-8N","152.0825","47.6250","180","Automotive 2-Mbit serial I²C 
bus EEPROM with 1 MHz clock"
"IC800-2","M24M02-DWMN3TP/K","TopLayer","SOIC127P600X175-8N","98.3379","47.6314","180","Automotive 2-Mbit serial I²C 
bus EEPROM with 1 MHz clock"
"IC801-1","MCP9800A0T-M/OT","TopLayer","SOT-23-OT5_L","126.6825","60.6425","180","2-Wire High-Accuracy Temperature Sensor, Slave Address 000, 5-Pin SOT-23, -55°C to +125°C Temperature, Tape and Reel"
"IC801-2","MCP9800A0T-M/OT","TopLayer","SOT-23-OT5_L","73.3425","60.6425","180","2-Wire High-Accuracy Temperature Sensor, Slave Address 000, 5-Pin SOT-23, -55°C to +125°C Temperature, Tape and Reel"
"IC1400-1","LTC6811HG-1#PBF","TopLayer","LT-G-48_L","136.5049","49.5176","90","Multicell Battery Monitor, 60 V Vin MAX, 48-pin SOP (G-48), -40 to 125 degC, Pb-Free"
"IC1400-2","LTC6811HG-1#PBF","TopLayer","LT-G-48_L","83.1649","49.5176","90","Multicell Battery Monitor, 60 V Vin MAX, 48-pin SOP (G-48), -40 to 125 degC, Pb-Free"
"L900","74404042100","TopLayer","WE-LQS_4018","11.2713","74.2950","180","WE-LQS SMD Power Inductor, L=10 µH"
"L600-1","220µH","TopLayer","TYS6045221M-10","121.6908","51.1167","360","Power Inductor"
"L600-2","220µH","TopLayer","TYS6045221M-10","68.2917","51.0725","360","Power Inductor"
"LD1400-1","Green","TopLayer","LEDC1608X07N","137.6680","60.9476","360","LED"
"LD1400-2","Green","TopLayer","LEDC1608X07N","84.1174","60.9476","360","LED"
"Q600-1","PBSS4112PANP","TopLayer","PBSS4112PANP","106.2826","41.4186","180","Dual NPN/PNP Transistor"
"Q600-2","PBSS4112PANP","TopLayer","PBSS4112PANP","49.3712","43.8149","180","Dual NPN/PNP Transistor"
"R900","39R","TopLayer","RESC2012X05N","23.4950","91.7575","180","SMD Resistor 39R 0805"
"R901","390k","TopLayer","RESC1608X05N","15.5575","86.3600","180","SMD Resistor 390k 0603"
"R902","150k","TopLayer","RESC1608X05N","24.4475","82.8675","270","SMD Resistor 150k 0603"
"R904","10k","TopLayer","RESC1608X05N","22.2250","87.9475","0","SMD Resistor 10k 0603"
"R905","86k6","TopLayer","RESC1608X05N","15.5575","87.9475","0","SMD Resistor 86k6 0603"
"R1100","150R","TopLayer","RESC1608X05N","105.6874","64.9288","270","SMD Resistor 150R 0603"
"R1101","150R","TopLayer","RESC1608X05N","58.6871","64.8518","270","SMD Resistor 150R 0603"
"R1102","150R","TopLayer","RESC1608X05N","108.2274","64.9288","270","SMD Resistor 150R 0603"
"R1103","150R","TopLayer","RESC1608X05N","61.2271","64.8518","270","SMD Resistor 150R 0603"
"R1104","150R","TopLayer","RESC1608X05N","112.0374","64.9288","270","SMD Resistor 150R 0603"
"R1105","150R","TopLayer","RESC1608X05N","63.7671","64.8518","270","SMD Resistor 150R 0603"
"R1106","150R","TopLayer","RESC1608X05N","114.5774","64.9288","270","SMD Resistor 150R 0603"
"R1107","150R","TopLayer","RESC1608X05N","66.3071","64.8518","270","SMD Resistor 150R 0603"
"R1108","150R","TopLayer","RESC1608X05N","117.1174","64.9288","270","SMD Resistor 150R 0603"
"R1109","150R","TopLayer","RESC1608X05N","100.6074","64.9288","270","SMD Resistor 150R 0603"
"R1110","150R","TopLayer","RESC1608X05N","119.6574","64.9288","270","SMD Resistor 150R 0603"
"R1111","150R","TopLayer","RESC1608X05N","103.1474","64.9288","270","SMD Resistor 150R 0603"
"R1112","10k","TopLayer","RESC1608X05N","125.0950","56.2538","90","SMD Resistor 10k 0603"
"R1500","3k3","TopLayer","RESC1608X05N","60.9399","70.7901","180","SMD Resistor 3k3 0603"
"R1501","3k3","TopLayer","RESC1608X05N","102.8499","70.7901","180","SMD Resistor 3k3 0603"
"R1502","68R","TopLayer","RESC5025X07N","62.8449","79.6801","270","SMD Resistor 68R 2010"
"R1503","68R","TopLayer","RESC5025X07N","62.8851","91.7700","90","SMD Resistor 68R 2010"
"R1504","68R","TopLayer","RESC5025X07N","104.7549","79.6801","270","SMD Resistor 68R 2010"
"R1505","68R","TopLayer","RESC5025X07N","104.7951","91.7700","90","SMD Resistor 68R 2010"
"R1506","3k3","TopLayer","RESC1608X05N","67.9249","70.7901","180","SMD Resistor 3k3 0603"
"R1507","3k3","TopLayer","RESC1608X05N","109.8349","70.7901","180","SMD Resistor 3k3 0603"
"R1508","68R","TopLayer","RESC5025X07N","69.8299","79.6801","270","SMD Resistor 68R 2010"
"R1509","68R","TopLayer","RESC5025X07N","69.8701","91.7700","90","SMD Resistor 68R 2010"
"R1510","68R","TopLayer","RESC5025X07N","111.7399","79.6801","270","SMD Resistor 68R 2010"
"R1511","68R","TopLayer","RESC5025X07N","111.7801","91.7700","90","SMD Resistor 68R 2010"
"R1512","3k3","TopLayer","RESC1608X05N","74.9099","70.7901","180","SMD Resistor 3k3 0603"
"R1513","3k3","TopLayer","RESC1608X05N","116.8199","70.7901","180","SMD Resistor 3k3 0603"
"R1514","68R","TopLayer","RESC5025X07N","76.8149","79.6801","270","SMD Resistor 68R 2010"
"R1515","68R","TopLayer","RESC5025X07N","76.8551","91.7700","90","SMD Resistor 68R 2010"
"R1516","68R","TopLayer","RESC5025X07N","118.7249","79.6801","270","SMD Resistor 68R 2010"
"R1517","68R","TopLayer","RESC5025X07N","118.7651","91.7700","90","SMD Resistor 68R 2010"
"R1518","3k3","TopLayer","RESC1608X05N","81.8949","70.7901","180","SMD Resistor 3k3 0603"
"R1519","3k3","TopLayer","RESC1608X05N","123.8049","70.7901","180","SMD Resistor 3k3 0603"
"R1520","68R","TopLayer","RESC5025X07N","83.7999","79.6801","270","SMD Resistor 68R 2010"
"R1521","68R","TopLayer","RESC5025X07N","83.8401","91.7700","90","SMD Resistor 68R 2010"
"R1522","68R","TopLayer","RESC5025X07N","125.7099","79.6801","270","SMD Resistor 68R 2010"
"R1523","68R","TopLayer","RESC5025X07N","125.7501","91.7700","90","SMD Resistor 68R 2010"
"R1524","3k3","TopLayer","RESC1608X05N","88.8799","70.7901","180","SMD Resistor 3k3 0603"
"R1525","3k3","TopLayer","RESC1608X05N","130.7899","70.7901","180","SMD Resistor 3k3 0603"
"R1526","68R","TopLayer","RESC5025X07N","132.6949","79.6801","270","SMD Resistor 68R 2010"
"R1527","68R","TopLayer","RESC5025X07N","132.7351","91.7700","90","SMD Resistor 68R 2010"
"R1528","68R","TopLayer","RESC5025X07N","90.7849","79.6801","270","SMD Resistor 68R 2010"
"R1529","68R","TopLayer","RESC5025X07N","90.8251","91.7700","90","SMD Resistor 68R 2010"
"R1530","3k3","TopLayer","RESC1608X05N","137.7749","70.7901","180","SMD Resistor 3k3 0603"
"R1531","3k3","TopLayer","RESC1608X05N","95.8649","70.7901","180","SMD Resistor 3k3 0603"
"R1532","68R","TopLayer","RESC5025X07N","97.7699","79.6801","270","SMD Resistor 68R 2010"
"R1533","68R","TopLayer","RESC5025X07N","97.8101","91.7700","90","SMD Resistor 68R 2010"
"R1534","68R","TopLayer","RESC5025X07N","139.6799","79.6801","270","SMD Resistor 68R 2010"
"R1535","68R","TopLayer","RESC5025X07N","139.7201","91.7700","90","SMD Resistor 68R 2010"
"R100-1","10k","TopLayer","RESC1608X05N","86.9531","12.0475","180","SMD Resistor 10k 0603"
"R100-2","10k","TopLayer","RESC1608X05N","58.2587","12.0650","180","SMD Resistor 10k 0603"
"R101-1","10k","TopLayer","RESC1608X05N","92.8688","12.0650","180","SMD Resistor 10k 0603"
"R101-2","10k","TopLayer","RESC1608X05N","64.1149","12.0650","180","SMD Resistor 10k 0603"
"R102-1","10k","TopLayer","RESC1608X05N","98.9013","12.0650","180","SMD Resistor 10k 0603"
"R102-2","10k","TopLayer","RESC1608X05N","70.2001","12.0650","180","SMD Resistor 10k 0603"
"R103-1","10k","TopLayer","RESC1608X05N","104.9338","12.0650","180","SMD Resistor 10k 0603"
"R103-2","10k","TopLayer","RESC1608X05N","76.2383","12.0650","180","SMD Resistor 10k 0603"
"R104-1","10k","TopLayer","RESC1608X05N","89.8525","12.0650","180","SMD Resistor 10k 0603"
"R104-2","10k","TopLayer","RESC1608X05N","61.1860","12.0650","180","SMD Resistor 10k 0603"
"R105-1","10k","TopLayer","RESC1608X05N","95.8850","12.0650","180","SMD Resistor 10k 0603"
"R105-2","10k","TopLayer","RESC1608X05N","67.1305","12.0650","180","SMD Resistor 10k 0603"
"R106-1","10k","TopLayer","RESC1608X05N","101.9175","12.0650","180","SMD Resistor 10k 0603"
"R106-2","10k","TopLayer","RESC1608X05N","73.2790","12.0650","180","SMD Resistor 10k 0603"
"R107-1","10k","TopLayer","RESC1608X05N","107.9500","12.0650","180","SMD Resistor 10k 0603"
"R107-2","10k","TopLayer","RESC1608X05N","79.2163","12.0650","180","SMD Resistor 10k 0603"
"R108-1","100R","TopLayer","RESC1608X05N","103.6637","14.1288","270","SMD Resistor 100R 0603"
"R108-2","100R","TopLayer","RESC1608X05N","75.5650","14.1288","270","SMD Resistor 100R 0603"
"R109-1","100R","TopLayer","RESC1608X05N","102.0763","14.1288","270","SMD Resistor 100R 0603"
"R109-2","100R","TopLayer","RESC1608X05N","73.9775","14.1288","270","SMD Resistor 100R 0603"
"R110-1","100R","TopLayer","RESC1608X05N","100.4888","14.1288","270","SMD Resistor 100R 0603"
"R110-2","100R","TopLayer","RESC1608X05N","72.3900","14.1288","270","SMD Resistor 100R 0603"
"R111-1","100R","TopLayer","RESC1608X05N","98.9013","14.1288","270","SMD Resistor 100R 0603"
"R111-2","100R","TopLayer","RESC1608X05N","70.8025","14.1288","270","SMD Resistor 100R 0603"
"R112-1","100R","TopLayer","RESC1608X05N","97.3138","14.1288","270","SMD Resistor 100R 0603"
"R112-2","100R","TopLayer","RESC1608X05N","69.2150","14.1288","270","SMD Resistor 100R 0603"
"R113-1","100R","TopLayer","RESC1608X05N","95.7262","14.1288","270","SMD Resistor 100R 0603"
"R113-2","100R","TopLayer","RESC1608X05N","67.6275","14.1288","270","SMD Resistor 100R 0603"
"R114-1","100R","TopLayer","RESC1608X05N","94.1388","14.1288","270","SMD Resistor 100R 0603"
"R114-2","100R","TopLayer","RESC1608X05N","66.0400","14.1288","270","SMD Resistor 100R 0603"
"R115-1","100R","TopLayer","RESC1608X05N","92.5513","14.1288","270","SMD Resistor 100R 0603"
"R115-2","100R","TopLayer","RESC1608X05N","64.4525","14.1288","270","SMD Resistor 100R 0603"
"R116-1","100R","TopLayer","RESC1608X05N","106.8953","25.5588","360","SMD Resistor 100R 0603"
"R116-2","100R","TopLayer","RESC1608X05N","79.0575","23.0188","360","SMD Resistor 100R 0603"
"R118-1","100R","TopLayer","RESC1608X05N","25.5588","65.8813","0","SMD Resistor 100R 0603"
"R118-2","100R","TopLayer","RESC1608X05N","25.7175","58.8963","360","SMD Resistor 100R 0603"
"R600-1","10k","TopLayer","RESC1608X05N","102.3571","41.9725","90","SMD Resistor 10k 0603"
"R600-2","10k","TopLayer","RESC1608X05N","45.2438","43.8150","90","SMD Resistor 10k 0603"
"R602-1","68k","TopLayer","RESC1608X05N","104.6127","39.2915","180","SMD Resistor 68k 0603"
"R602-2","68k","TopLayer","RESC1608X05N","47.7838","41.7111","180","SMD Resistor 68k 0603"
"R603-1","124k","TopLayer","RESC1608X05N","106.5778","48.2592","90","SMD Resistor 124k 0603"
"R603-2","124k","TopLayer","RESC1608X05N","53.1787","48.2150","90","SMD Resistor 124k 0603"
"R604-1","10k","TopLayer","RESC1608X05N","110.0102","41.4187","90","SMD Resistor 10k 0603"
"R604-2","10k","TopLayer","RESC1608X05N","53.2471","43.8150","90","SMD Resistor 10k 0603"
"R605-1","0R","TopLayer","RESC1608X05N","111.5482","41.4186","270","SMD Resistor 0R 0603"
